order,id,state,latitude,longitude,PD.year,p.date
1148,IL-470-D-2014,IL,40.18968,-88.70524,2014,5/8/2014
1149,IL-471-A-2015,IL,40.13971,-88.54362,2015,5/2/2015
1150,IL-471-B-2015,IL,40.10141,-88.61203,2015,4/30/2015
1151,IL-471-C-2015,IL,40.0433,-88.62452,2015,4/29/2015
1152,IL-471-D-2015,IL,40.05858,-88.62186,2015,4/29/2015
1153,IL-472-A-2016,IL,40.55596771,-87.93572803,2016,4/25/2016
1154,IL-472-B-2016,IL,40.61702357,-87.94477725,2016,4/25/2016
1155,IL-472-C-2016,IL,40.55408272,-87.94220271,2016,5/6/2016
1156,IL-473-A-2014,IL,41.85431045,-88.86308118,2014,5/19/2014
1157,IL-473-B-2014,IL,41.97239832,-89.12196303,2014,5/20/2014
1158,IL-474-A-2015,IL,41.81589572,-88.69717631,2015,5/23/2015
1159,IL-474-B-2015,IL,42.01877183,-88.94685201,2015,5/2/2015
1160,IL-474-C-2015,IL,41.79357951,-88.90886812,2015,5/2/2015
1161,IL-475-A-2016,IL,42.02570062,-88.99559297,2016,5/20/2016
1162,IL-475-B-2016,IL,41.79197742,-89.12718236,2016,5/8/2016
1163,IL-475-C-2016,IL,41.80882705,-88.69152903,2016,5/20/2016
1164,IL-476-A-2014,IL,39.16953939,-88.70786955,2014,5/25/2014
1165,IL-476-B-2014,IL,39.13578447,-88.75472103,2014,5/26/2014
1166,IL-476-C-2014,IL,39.15808756,-88.73676296,2014,5/24/2014
1167,IL-476-D-2014,IL,39.1321488,-88.70781796,2014,5/29/2014
1168,IL-477-A-2015,IL,39.144971,-88.703173,2015,NA
1169,IL-477-B-2015,IL,39.14974,-88.721947,2015,NA
1170,IL-477-C-2015,IL,39.07733,-88.780511,2015,NA
1171,IL-477-D-2015,IL,39.913319,-88.378215,2015,NA
1172,IL-478-A-2016,IL,39.165453,-88.72796,2016,6/6/2016
1173,IL-478-B-2016,IL,39.195178,-88.670091,2016,6/1/2016
1174,IL-478-C-2016,IL,39.147023,-88.688786,2016,5/30/2016
1175,IL-478-D-2016,IL,39.177857,-88.714798,2016,6/7/2016
1176,IL-479-A-2014,IL,39.99,-90.001,2014,5/7/2014
1177,IL-479-B-2014,IL,39.976,-90.003,2014,5/20/2014
1178,IL-479-C-2014,IL,40.014,-89.978,2014,5/23/2014
1179,IL-479-D-2014,IL,39.978,-89.971,2014,5/21/2014
1180,IL-48-A-2015,IL,41.28136789,-88.49030676,2015,5/18/2015
1181,IL-48-B-2015,IL,41.29395725,-88.51007133,2015,5/22/2015
1182,IL-48-C-2015,IL,41.07866288,-88.87952592,2015,5/17/2015
1183,IL-48-D-2015,IL,41.29239583,-88.48518363,2015,5/19/2015
1184,IL-480-A-2015,IL,40.005,-89.99,2015,5/22/2015
1185,IL-480-B-2015,IL,39.985,-89.989,2015,4/30/2015
1186,IL-480-C-2015,IL,39.977,-89.989,2015,5/1/2015
1187,IL-480-D-2015,IL,39.956,-90.026,2015,5/6/2015
1188,IL-481-A-2016,IL,39.979,-90.042,2016,5/5/2016
1189,IL-481-B-2016,IL,39.969,-90.04,2016,5/6/2016
1190,IL-481-C-2016,IL,39.991,-89.974,2016,4/25/2016
1191,IL-481-D-2016,IL,39.992,-90.019,2016,4/23/2016
1192,IL-49-A-2014,IL,41.2941461,-88.51958005,2014,5/30/2014
1193,IL-49-B-2014,IL,41.06396168,-88.86895585,2014,5/20/2014
1194,IL-49-C-2014,IL,41.37324442,-88.56023682,2014,5/31/2014
1195,IL-49-D-2014,IL,41.28510451,-88.49036213,2014,5/27/2014
1196,IL-50-A-2014,IL,39.06210995,-88.4628952,2014,5/2/2014
1197,IL-50-B-2014,IL,39.04318291,-88.47504062,2014,5/3/2014
1198,IL-50-C-2014,IL,38.93086212,-88.5283467,2014,5/6/2014
1199,IL-50-D-2014,IL,38.99393046,-88.55593816,2014,5/8/2014
1200,IL-51-A-2015,IL,39.05832233,-88.46276783,2015,5/10/2015
1201,IL-51-B-2015,IL,38.9989252,-88.42526434,2015,5/10/2015
1202,IL-51-C-2015,IL,38.91628027,-88.49966906,2015,5/15/2015
1203,IL-51-D-2015,IL,39.04086054,-88.47054658,2015,5/10/2015
1204,IL-52-A-2014,IL,39.42347182,-87.71203963,2014,5/31/2014
1205,IL-52-B-2014,IL,39.41593599,-87.7458922,2014,6/19/2014
1206,IL-52-C-2014,IL,39.45511401,-87.7779072,2014,5/30/2014
1207,IL-52-D-2014,IL,39.43772944,-87.69992857,2014,5/30/2014
1208,IL-53-A-2015,IL,39.41731684,-87.75086526,2015,5/26/2015
1209,IL-53-B-2015,IL,39.42389207,-87.75161943,2015,5/19/2015
1210,IL-53-C-2015,IL,39.41889738,-87.71839248,2015,5/23/2015
1211,IL-53-D-2015,IL,39.4157781,-87.72270542,2015,5/24/2015
1212,IL-642-A-2014,IL,39.08640331,-87.93351834,2014,5/28/2014
1213,IL-642-B-2014,IL,39.0185578,-87.92079827,2014,5/29/2014
1214,IL-642-C-2014,IL,38.97211165,-87.79353254,2014,5/31/2014
1215,IL-642-D-2014,IL,39.05186678,-87.8667235,2014,5/28/2014
1216,IL-643-A-2016,IL,39.08640331,-87.93351834,2016,5/29/2016
1217,IL-643-B-2016,IL,39.0185578,-87.92079827,2016,6/3/2016
1218,IL-643-C-2016,IN,38.97211165,-87.37935325,2016,6/10/2016
1219,IL-643-D-2016,IL,39.05186678,-87.8662215,2016,6/9/2016
1220,IL-644-A-2016,IL,40.56111995,-87.57149286,2016,5/21/2016
1221,IL-644-B-2016,IL,40.5663344,-87.58437168,2016,5/23/2016
1222,IL-644-C-2016,IL,40.56364994,-87.6219847,2016,5/24/2016
1223,IL-645-A-2014,IL,40.283,-89.268,2014,5/23/2014
1224,IL-645-B-2014,IL,40.29,-89.294,2014,5/25/2014
1225,IL-645-C-2014,IL,40.268,-89.305,2014,5/22/2014
1226,IL-645-D-2014,IL,40.297,-89.297,2014,5/25/2014
1227,IL-646-A-2014,IL,39.908,-89.925,2014,5/5/2014
1228,IL-646-B-2014,IL,39.932,-89.944,2014,5/5/2014
1229,IL-646-C-2014,IL,39.941,-89.872,2014,5/5/2014
1230,IL-646-D-2014,IL,39.956,-89.84,2014,5/5/2014
1231,IL-647-A-2014,IL,40.73,-89.87,2014,5/7/2014
1232,IL-647-B-2014,IL,40.74,-89.85,2014,5/19/2014
1233,IL-647-C-2014,IL,40.8,-89.87,2014,5/6/2014
1234,IL-647-D-2014,IL,40.8,-89.88,2014,5/7/2014
1235,IL-648-A-2014,IL,41.824,-88.613,2014,5/7/2014
1236,IL-648-B-2014,IL,41.888,-88.578,2014,5/8/2014
1237,IL-648-C-2014,IL,41.847,-88.5856,2014,4/20/2014
1238,IL-648-D-2014,IL,41.824,-88.601,2014,4/22/2014
1239,IL-649-A-2014,IL,39.55772519,-88.90723659,2014,5/26/2014
1240,IL-649-B-2014,IL,39.57743189,-88.91024039,2014,5/23/2014
1241,IL-649-C-2014,IL,39.57872873,-88.9059708,2014,5/23/2014
1242,IL-649-D-2014,IL,39.57470065,-88.90176314,2014,5/22/2014
1243,IL-650-A-2015,IL,39.55868592,-88.88906265,2015,5/13/2015
1244,IL-650-B-2015,IL,39.56020175,-88.78762481,2015,5/3/2015
1245,IL-650-C-2015,IL,39.55666332,-88.78760894,2015,5/3/2015
1246,IL-650-D-2015,IL,39.53376277,-88.78936045,2015,5/2/2015
1247,IL-651-A-2016,IL,39.5577191,-88.90720255,2016,5/19/2016
1248,IL-651-B-2016,IL,39.58637548,-89.03532465,2016,5/17/2016
1249,IL-651-C-2016,IL,39.58556098,-89.04128539,2016,5/17/2016
1250,IL-651-D-2016,IL,39.58695546,-89.02742613,2016,5/16/2016
1251,IL-652-A-2014,IL,37.134244,-89.1954,2014,7/7/2014
1252,IL-652-B-2014,IL,37.123332,-89.183193,2014,6/19/2014
1253,IL-652-C-2014,IL,37.12423,-89.175948,2014,5/31/2014
1254,IL-652-D-2014,IL,37.130687,-89.190892,2014,7/5/2014
1255,IL-653-A-2015,IL,37.120315,-89.185011,2015,6/27/2015
1256,IL-653-B-2015,IL,37.12343,-89.181681,2015,6/7/2015
1257,IL-653-C-2015,IL,37.12446,-89.19069,2015,6/27/2015
1258,IL-653-D-2015,IL,37.110343,-89.172483,2015,6/28/2015
1259,IL-654-A-2016,IL,37.134249,-89.191059,2016,6/8/2016
1260,IL-654-B-2016,IL,37.123332,-89.183193,2016,6/7/2016
1261,IL-654-C-2016,IL,37.12423,-89.175948,2016,6/10/2016
1262,IL-654-D-2016,IL,37.130687,-89.190992,2016,6/22/2016
1263,IL-655-A-2015,IL,41.20072746,-90.05839603,2015,5/14/2015
1264,IL-655-B-2015,IL,41.1953037,-90.05618438,2015,5/14/2015
1265,IL-655-C-2015,IL,41.20163375,-90.05054501,2015,5/18/2015
1266,IL-655-D-2015,IL,41.32700903,-90.04470497,2015,5/19/2015
1267,IL-656-A-2014,IL,41.1612334,-90.1203292,2014,5/19/2014
1268,IL-656-B-2014,IL,41.20610671,-90.05134528,2014,5/21/2014
1269,IL-656-C-2014,IL,41.17728922,-90.18774831,2014,5/22/2014
1270,IL-656-D-2014,IL,41.17518836,-90.07534648,2014,5/21/2014
1271,IL-657-A-2016,IL,41.20610671,-90.05134528,2016,5/16/2016
1272,IL-657-B-2016,IL,41.17348854,-90.08505968,2016,5/17/2016
1273,IL-657-C-2016,IL,41.18295503,-90.09265202,2016,5/17/2016
1274,IL-657-D-2016,IL,41.17728922,-90.18774831,2016,5/17/2016
1275,IL-658-A-2016,IL,39.83422,-88.58939,2016,5/24/2016
1276,IL-658-B-2016,IL,39.829,-88.5842,2016,5/7/2016
1277,IL-659-A-2015,IL,39.83037,-88.58839,2015,5/4/2015
1278,IL-659-B-2015,IL,39.83715,-88.58934,2015,5/2/2015
1279,IL-660-A-2015,IL,41.922,-88.486,2015,5/22/2015
1280,IL-660-B-2015,IL,41.847,-88.54,2015,4/29/2015
1281,IL-660-C-2015,IL,41.82,-88.599,2015,4/30/2015
1282,IL-660-D-2015,IL,42.113,-88.629,2015,5/29/2015
1283,IL-661-A-2016,IL,41.824,-88.613,2016,4/19/2016
1284,IL-661-B-2016,IL,41.842,-88.438,2016,5/22/2016
1285,IL-661-C-2016,IL,41.84,-88.54,2016,4/20/2016
1286,IL-661-D-2016,IL,41.769,-88.44,2016,5/14/2016
1287,IL-662-A-2015,IL,40.73,-89.87,2015,4/30/2015
1288,IL-662-B-2015,IL,40.74,-89.85,2015,5/2/2015
1289,IL-662-C-2015,IL,40.8,-89.87,2015,4/29/2015
1290,IL-662-D-2015,IL,40.8,-89.88,2015,5/6/2015
1291,IL-663-A-2016,IL,40.73,-89.87,2016,4/26/2016
1292,IL-663-B-2016,IL,40.74,-89.85,2016,4/22/2016
1293,IL-663-C-2016,IL,40.8,-89.87,2016,4/26/2016
1294,IL-663-D-2016,IL,40.8,-89.88,2016,4/26/2016
1295,IL-664-B-2015,IL,39.95644,-89.943777,2015,5/14/2015
1296,IL-664-D-2015,IL,39.941081,-89.904195,2015,5/14/2015
1297,IL-665-A-2016,IL,39.928,-89.925,2016,4/30/2016
1298,IL-665-B-2016,IL,39.932,-89.944,2016,4/30/2016
1299,IL-665-C-2016,IL,39.441,-89.872,2016,4/30/2016
1300,IL-665-D-2016,IL,39.859,-89.84,2016,4/30/2016
1301,IL-666-A-2015,IL,40.285,-89.275,2015,5/23/2015
1302,IL-666-B-2015,IL,40.271,-89.27,2015,5/28/2015
1303,IL-666-C-2015,IL,40.255,-89.313,2015,5/24/2015
1304,IL-666-D-2015,IL,40.268,-89.287,2015,5/22/2015
1305,IL-667-A-2016,IL,40.272,-89.236,2016,5/7/2016
1306,IL-667-B-2016,IL,40.288,-89.24,2016,5/23/2016
1307,IL-667-C-2016,IL,40.258,-89.31,2016,5/23/2016
1308,IL-667-D-2016,IL,40.29,-89.294,2016,5/24/2016
1309,IL-97-A-2014,IL,41.95225313,-88.69399196,2014,5/30/2014
1310,IL-98-A-2015,IL,41.98989065,-88.65048518,2015,5/20/2015
1311,IL-99-A-2014,IL,39.69036305,-90.21674025,2014,5/1/2014
1312,IN-329-A-2014,IN,39.69364533,-85.85350652,2014,5/5/2014
1313,IN-329-B-2014,IN,39.68002795,-85.82411963,2014,5/26/2014
1314,IN-329-C-2014,IN,39.67077834,-85.84241084,2014,5/8/2014
1315,IN-329-D-2014,IN,39.66577756,-85.83545682,2014,5/10/2014
1316,IN-330-A-2015,IN,39.67971479,-85.84324452,2015,5/6/2015
1317,IN-330-B-2015,IN,39.643334,-85.83308412,2015,5/7/2015
1318,IN-330-C-2015,IN,39.63676115,-85.83502694,2015,5/14/2015
1319,IN-330-D-2015,IN,39.62877926,-85.83479253,2015,5/22/2015
1320,IN-331-A-2014,IN,40.52610294,-86.48374621,2014,4/25/2014
1321,IN-331-B-2014,IN,40.5289214,-86.4842268,2014,4/20/2014
1322,IN-331-C-2014,IN,40.53088103,-86.45598825,2014,4/20/2014
1323,IN-331-D-2014,IN,40.53004523,-86.4464974,2014,4/25/2014
1324,IN-332-A-2015,IN,40.54318982,-86.46083123,2015,4/28/2015
1325,IN-332-B-2015,IN,40.54488745,-86.45146809,2015,5/5/2015
1326,IN-332-C-2015,IN,40.5380655,-86.45381457,2015,5/5/2015
1327,IN-332-D-2015,IN,40.52588643,-86.44668057,2015,5/4/2015
1328,IN-333-A-2014,IN,39.67943283,-84.84743038,2014,5/6/2014
1329,IN-333-B-2014,IN,39.65062855,-84.85669538,2014,5/7/2014
1330,IN-333-C-2014,IN,39.68684696,-84.87541293,2014,5/8/2014
1331,IN-334-A-2015,IN,39.68674948,-84.85032756,2015,5/10/2015
1332,IN-334-B-2015,IN,39.65024498,-84.84978145,2015,5/12/2015
1333,IN-334-C-2015,IN,39.68681902,-84.86620726,2015,5/14/2015
1334,IN-335-A-2015,IN,39.44763766,-84.93225317,2015,5/23/2015
1335,IN-336-A-2014,IN,40.88065311,-84.97409669,2014,5/24/2014
1336,IN-336-B-2014,IN,40.91366419,-85.00328493,2014,5/29/2014
1337,IN-336-C-2014,IN,40.92511342,-84.9730879,2014,5/26/2014
1338,IN-336-D-2014,IN,40.92314024,-84.96545027,2014,5/27/2014
1339,IN-337-A-2015,IN,40.88038992,-84.96985331,2015,5/22/2015
1340,IN-337-B-2015,IN,40.91746479,-84.95606725,2015,5/24/2015
1341,IN-337-C-2015,IN,40.92164273,-84.97241708,2015,5/25/2015
1342,IN-337-D-2015,IN,40.92264442,-84.96083507,2015,5/25/2015
1343,IN-338-A-2014,IN,40.1951507,-85.9814728,2014,5/5/2014
1344,IN-338-B-2014,IN,40.19638418,-85.96271471,2014,5/5/2014
1345,IN-338-C-2014,IN,40.15069304,-85.9935165,2014,5/26/2014
1346,IN-338-D-2014,IN,40.19517925,-85.9744487,2014,5/8/2014
1347,IN-339-A-2015,IN,40.1940076,-85.96973807,2015,5/9/2015
1348,IN-339-B-2015,IN,40.125784,-85.99010652,2015,5/14/2015
1349,IN-339-C-2015,IN,40.19304132,-85.98630208,2015,5/14/2015
1350,IN-339-D-2015,IN,40.25076426,-85.93353037,2015,5/23/2015
1351,IN-340-A-2014,IN,38.74241356,-87.15700703,2014,5/20/2014
1352,IN-340-B-2014,IN,38.81444235,-87.11600779,2014,5/21/2014
1353,IN-340-C-2014,IN,38.8055566,-87.13241839,2014,5/28/2014
1354,IN-340-D-2014,IN,38.73883503,-87.24484953,2014,5/28/2014
1355,IN-341-A-2015,IN,38.90496798,-87.07649601,2015,5/23/2015
1356,IN-341-B-2015,IN,38.73862954,-87.16168834,2015,5/21/2015
1357,IN-341-C-2015,IN,38.75529546,-87.19896022,2015,5/15/2015
1358,IN-341-D-2015,IN,38.7126566,-87.2468765,2015,5/22/2015
1359,IN-342-A-2014,IN,41.2898178,-86.82235011,2014,6/2/2014
1360,IN-342-B-2014,IN,41.30137787,-86.83192773,2014,6/1/2014
1361,IN-342-C-2014,IN,41.35000669,-86.77074796,2014,5/7/2014
1362,IN-342-D-2014,IN,41.35733306,-86.79740823,2014,5/20/2014
1363,IN-343-A-2015,IN,41.29654587,-86.82864156,2015,5/2/2015
1364,IN-343-B-2015,IN,41.27446186,-86.8548814,2015,5/3/2015
1365,IN-343-C-2015,IN,41.35432464,-86.80590155,2015,5/7/2015
1366,IN-343-D-2015,IN,41.35188883,-86.79622937,2015,4/28/2015
1367,IN-344-A-2014,IN,40.82699446,-85.95657695,2014,5/6/2014
1368,IN-344-B-2014,IN,40.79785097,-86.06219092,2014,5/5/2014
1369,IN-344-C-2014,IN,40.83429483,-85.96317014,2014,5/7/2014
1370,IN-344-D-2014,IN,40.81069601,-85.96343659,2014,5/8/2014
1371,IN-345-A-2015,IN,40.82684439,-85.96624483,2015,5/8/2015
1372,IN-345-B-2015,IN,40.80392314,-86.057647,2015,5/7/2015
1373,IN-345-C-2015,IN,40.79441079,-86.06362972,2015,5/4/2015
1374,IN-345-D-2015,IN,40.83494534,-85.96678117,2015,5/13/2015
1375,IN-346-A-2014,IN,41.5322566,-85.56531534,2014,5/19/2014
1376,IN-346-B-2014,IN,41.52693061,-85.51273756,2014,5/23/2014
1377,IN-346-C-2014,IN,41.5145631,-85.45209289,2014,5/22/2014
1378,IN-346-D-2014,IN,41.52856343,-85.54931734,2014,5/20/2014
1379,IN-347-A-2015,IN,41.52803297,-85.49093644,2015,5/7/2015
1380,IN-347-B-2015,IN,41.52853921,-85.55126871,2015,5/4/2015
1381,IN-347-C-2015,IN,41.53828277,-85.42623159,2015,5/14/2015
1382,IN-347-D-2015,IN,41.51449647,-85.52757599,2015,5/8/2015
1383,IN-348-A-2014,IN,38.68618142,-87.08760634,2014,4/23/2014
1384,IN-348-B-2014,IN,38.68079569,-87.08937853,2014,4/24/2014
1385,IN-348-C-2014,IN,38.61472987,-87.22839188,2014,4/10/2014
1386,IN-348-D-2014,IN,38.63206265,-87.21006797,2014,4/10/2014
1387,IN-349-A-2015,IN,38.68684466,-87.16975864,2015,5/8/2015
1388,IN-349-B-2015,IN,38.69112877,-87.17292551,2015,5/8/2015
1389,IN-349-C-2015,IN,38.83872413,-87.02304484,2015,5/20/2015
1390,IN-349-D-2015,IN,38.68699945,-87.18218278,2015,5/8/2015
1391,IN-350-A-2014,IN,39.68673429,-86.80936138,2014,5/1/2014
1392,IN-350-B-2014,IN,39.67936834,-86.67492237,2014,5/9/2014
1393,IN-350-C-2014,IN,39.69436707,-86.71477265,2014,5/9/2014
1394,IN-350-D-2014,IN,39.80058836,-86.84488221,2014,5/9/2014
1395,IN-351-A-2015,IN,39.6722844,-86.76705548,2015,5/4/2015
1396,IN-351-B-2015,IN,39.63889417,-86.93650207,2015,4/30/2015
1397,IN-351-C-2015,IN,39.62084651,-86.99885891,2015,5/14/2015
1398,IN-351-D-2015,IN,39.70846411,-86.77022029,2015,5/6/2015
1399,IN-352-A-2014,IN,38.90693736,-86.03074064,2014,5/30/2014
1400,IN-352-B-2014,IN,38.92495766,-86.03224043,2014,5/31/2014
1401,IN-352-C-2014,IN,39.00750348,-85.96692768,2014,6/15/2014
1402,IN-352-D-2014,IN,38.93313821,-86.07552573,2014,6/19/2014
1403,IN-353-A-2015,IN,38.9669225,-86.07022744,2015,5/4/2015
1404,IN-353-B-2015,IN,38.93406032,-85.88751875,2015,5/10/2015
1405,IN-353-C-2015,IN,38.88298123,-85.87265083,2015,5/12/2015
1406,IN-353-D-2015,IN,38.91947482,-86.02644342,2015,5/15/2015
1407,IN-354-A-2014,IN,40.58680449,-86.91368381,2014,NA
1408,IN-354-B-2014,IN,40.57224963,-86.90926354,2014,NA
1409,IN-354-C-2014,IN,40.64640973,-86.97918799,2014,NA
1410,IN-354-D-2014,IN,40.59020962,-86.95626528,2014,NA
1411,IN-355-A-2015,IN,40.57945333,-86.92106928,2015,5/2/2015
1412,IN-355-B-2015,IN,40.58670599,-86.92112461,2015,5/7/2015
1413,IN-355-C-2015,IN,40.59244078,-86.9614658,2015,5/2/2015
1414,IN-355-D-2015,IN,40.64141186,-86.95782057,2015,5/20/2015
1415,IN-356-C-2015,IN,40.71053763,-87.05761621,2015,5/8/2015
1416,IN-356-D-2015,IN,40.70989161,-87.08767541,2015,5/8/2015
1417,IN-632-A-2016,IN,40.80615255,-87.0542728,2016,5/16/2016
1418,IN-632-B-2016,IN,40.80758685,-87.07798942,2016,5/18/2016
1419,IN-632-C-2016,IN,40.72985208,-87.04613331,2016,5/18/2016
1420,IN-632-D-2016,IN,40.57503406,-86.99640714,2016,5/23/2016
1421,IN-634-A-2016,IN,38.57633154,-85.52474793,2016,5/6/2016
1422,IN-634-B-2016,IN,38.57954166,-85.51436175,2016,5/5/2016
1423,IN-634-C-2016,IN,38.59037222,-85.49874124,2016,5/10/2016
1424,IN-634-D-2016,IN,38.586785,-85.50076097,2016,5/12/2016
1425,IN-635-A-2016,IN,40.88221358,-84.97408528,2016,5/21/2016
1426,IN-635-B-2016,IN,40.92408728,-84.9654821,2016,5/22/2016
1427,IN-635-C-2016,IN,40.92490564,-84.97303085,2016,5/24/2016
1428,IN-635-D-2016,IN,40.8877522,-84.96263111,2016,5/20/2016
1429,IN-636-A-2016,IN,38.46396613,-87.30413039,2016,5/28/2016
1430,IN-636-B-2016,IN,38.46929494,-87.2795407,2016,5/29/2016
1431,IN-636-C-2016,IN,38.48521606,-87.29877469,2016,6/28/2016
1432,IN-636-D-2016,IN,38.49455177,-87.3042097,2016,6/28/2016
1433,IN-637-A-2016,IN,39.693,-87.174,2016,5/24/2016
1434,IN-637-B-2016,IN,39.627,-87.163,2016,5/24/2016
1435,IN-637-C-2016,IN,39.713,-87.203,2016,5/22/2016
1436,IN-637-D-2016,IN,39.691,-87.229,2016,4/26/2016
1437,IN-638-A-2016,IN,40.70344506,-86.84291601,2016,5/6/2016
1438,IN-639-A-2016,IN,41.04649014,-85.47555142,2016,5/26/2016
1439,IN-639-B-2016,IN,41.06770485,-85.4578237,2016,5/25/2016
1440,IN-639-C-2016,IN,41.06514753,-85.41073393,2016,5/26/2016
1441,IN-639-D-2016,IN,41.06615964,-85.40519767,2016,5/22/2016
1442,IN-640-A-2016,IN,40.78953615,-86.63677123,2016,5/19/2016
1443,IN-640-B-2016,IN,40.79665536,-86.6224621,2016,5/16/2016
1444,IN-640-C-2016,IN,40.82722305,-86.7667248,2016,5/24/2016
1445,IN-640-D-2016,IN,40.55955321,-87.06326687,2016,5/22/2016
1446,IN-702-A-2016,IN,39.37442915,-85.45367136,2016,5/23/2016
1447,IN-702-B-2016,IN,39.41640073,-85.44194369,2016,5/24/2016
1448,IN-702-C-2016,IN,39.42242362,-85.50565626,2016,5/23/2016
1449,IN-702-D-2016,IN,39.40431749,-85.42511972,2016,5/25/2016
1450,IN-703-A-2016,IN,39.2068309,-87.52857987,2016,5/29/2016
1451,IN-703-B-2016,IN,39.21752189,-87.52898198,2016,5/29/2016
1452,IN-703-C-2016,IN,39.25598146,-87.51525843,2016,5/24/2016
1453,IN-703-D-2016,IN,39.33721812,-87.54197294,2016,5/7/2016
1454,IN-704-A-2016,IN,39.84476163,-87.05473882,2016,5/11/2016
1455,IN-704-B-2016,IN,39.84744274,-87.07866245,2016,5/12/2016
1456,IN-705-A-2016,IN,39.00480361,-85.26174921,2016,5/27/2016
1457,IN-705-B-2016,IN,38.99709011,-85.26182093,2016,5/28/2016
1458,IN-705-D-2016,IN,39.01763324,-85.26217441,2016,5/31/2016
1459,IN-706-A-2016,IN,39.11748736,-85.34831823,2016,6/12/2016
1460,IN-706-B-2016,IN,39.08756512,-85.345097,2016,6/10/2016
1461,IN-706-C-2016,IN,39.10900225,-85.35275452,2016,6/15/2016
1462,IN-707-A-2016,IN,39.03236379,-85.19100751,2016,5/27/2016
1463,IN-707-B-2016,IN,39.03625065,-85.18941887,2016,5/27/2016
1464,IN-707-C-2016,IN,39.02391317,-85.18668299,2016,5/28/2016
1465,IN-707-D-2016,IN,39.03707648,-85.2108794,2016,5/26/2016
1466,IN-708-A-2016,IN,39.07069998,-85.20380875,2016,5/27/2016
1467,IN-709-A-2016,IN,39.14561648,-85.2682269,2016,6/12/2016
1468,IN-709-B-2016,IN,39.10180911,-85.33307937,2016,6/10/2016
1469,IN-709-C-2016,IN,39.10426709,-85.25738009,2016,6/10/2016
1470,IN-709-D-2016,IN,39.14535774,-85.27527357,2016,6/12/2016
1471,IN-710-A-2016,IN,39.09888592,-85.40661468,2016,6/11/2016
1472,IN-710-B-2016,IN,39.10189239,-85.40110823,2016,6/11/2016
1473,IN-711-A-2016,IN,39.043478,-85.527026,2016,5/24/2016
1474,IN-711-B-2016,IN,39.02955,-85.533431,2016,5/28/2016
1475,IN-711-C-2016,IN,39.079297,-85.50557,2016,5/25/2016
1476,IN-711-D-2016,IN,39.023871,-85.534085,2016,5/31/2016
1477,IN-712-A-2016,IN,39.0873017,-85.30287,2016,5/30/2016
1478,IN-712-B-2016,IN,39.099086,-85.342645,2016,6/9/2016
1479,IN-712-C-2016,IN,39.083504,-85.28802,2016,5/31/2016
1480,IN-713-A-2016,IN,41.163,-85.983,2016,5/7/2016
1481,IN-713-B-2016,IN,41.136,-85.977,2016,5/23/2016
1482,IN-713-C-2016,IN,41.116,-85.987,2016,5/8/2016
1483,IN-713-D-2016,IN,41.117,-85.986,2016,5/7/2016
1484,IN-714-A-2016,IN,40.376079,-86.278417,2016,5/25/2016
1485,IN-714-B-2016,IN,40.324731,-86.263869,2016,5/23/2016
1486,IN-714-C-2016,IN,40.318958,-86.266484,2016,5/26/2016
1487,IN-714-D-2016,NE,40.381817,-96.282966,2016,5/25/2016
1488,IN-715-A-2016,IN,39.89019062,-86.71461785,2016,5/24/2016
1489,IN-715-B-2016,IN,39.7833721,-86.89552111,2016,5/26/2016
1490,IN-716-A-2016,IN,39.84478697,-86.89786291,2016,5/27/2016
1491,IN-716-B-2016,IN,39.80187184,-86.91916429,2016,5/25/2016
1492,KS-6108-A-2014,KS,39.83194,-95.300642,2014,5/3/2014
1493,KS-6108-B-2014,KS,39.838429,-95.326567,2014,5/2/2014
1494,KS-6108-C-2014,KS,39.735438,-95.045065,2014,5/10/2014
1495,KS-6109-A-2015,KS,39.854025,-95.335718,2015,5/2/2015
1496,KS-6109-B-2015,KS,39.845929,-95.336176,2015,5/1/2015
1497,KS-6109-C-2015,KS,39.83815,-95.3357,2015,5/5/2015
1498,KS-6109-D-2015,KS,39.831188,-95.326341,2015,5/3/2015
1499,KS-6110-B-2015,KS,38.81065,-98.406981,2015,6/20/2015
1500,KS-6111-A-2014,KS,38.762668,-98.428919,2014,5/12/2014
1501,KS-6111-B-2014,KS,38.775281,-98.407293,2014,5/18/2014
1502,KS-6111-C-2014,KS,38.787044,-98.401609,2014,5/18/2014
1503,KS-7348-A-2015,KS,39.08843,-97.172267,2015,6/11/2015
1504,KS-7348-B-2015,KS,39.058316,-97.21264,2015,6/12/2015
1505,KS-7348-C-2015,KS,39.088429,-97.202528,2015,6/12/2015
1506,KS-7348-D-2015,KS,39.102681,-97.16271,2015,6/20/2015
1507,KS-7349-A-2014,KS,39.088429,-97.202528,2014,5/25/2014
1508,KS-7349-C-2014,KS,39.069687,-97.151407,2014,5/26/2014
1509,KS-7502-D-2015,KS,39.073083,-95.498351,2015,6/13/2015
1510,KS-8085-A-2014,KS,38.707,-97.434,2014,6/20/2014
1511,KS-8085-B-2014,KS,38.626,-97.466,2014,6/19/2014
1512,KS-8085-C-2014,KS,38.629,-97.431,2014,7/6/2014
1513,KS-8085-D-2014,KS,38.722,-97.421,2014,7/5/2014
1514,KS-8086-A-2015,KS,38.69,-97.431,2015,7/2/2015
1515,KS-8086-B-2015,KS,38.631988,-97.450176,2015,6/8/2015
